county,A08,A18,Sex,Age,A20,B3A__1,B3A__2,B3A__3,B3A__4,B3A__5,B3A__6,B3A__7,B3A__8,B3A__9,B3A__10,B3A__11,B3A__98,B3A__99,S1,S2__1,S6,S7_5,indWeight,Education,mobile_money_access,formal_access_fnl,Access_fnl,Overall_Access_fnl,mobile_money_access_primary,financially_excluded,age_years,age_group_youth,employment_category,internet_access,owns_private_mobile,digital_access_score
Isiolo,Rural,29,Female,26-35,"""None """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,77.72975158691406,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,29,26-30,family_remittance,no,yes,1
Kajiado,Rural,32,Male,26-35,"""Primary completed""",0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage with difficulties,3183.939208984375,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,32,31-35,regular_employment,no,yes,2
Narok,Rural,32,Female,26-35,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,I have no idea/I dont know,633.5062255859375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,32,31-35,casual_work,no,yes,1
Kitui,Rural,21,Male,18-25,Some technical training after secondary school,0,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,534.6350708007812,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,21,18-25,casual_work,yes,yes,3
Tharaka-Nithi,Rural,20,Male,18-25,"""University completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage with ease,574.4696044921875,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,20,18-25,family_remittance,yes,yes,3
Tana River,Rural,25,Female,18-25,"""None """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,130.41854858398438,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,25,18-25,family_remittance,no,yes,2
Tana River,Rural,20,Female,18-25,"""None """,0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Weak/poor,I have no idea/I dont know,603.7869873046875,,Yes,No,Excluded,excluded,No,1,20,18-25,family_remittance,no,no,0
Meru,Rural,23,Male,18-25,"""Secondary completed """,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,1508.55859375,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,23,18-25,regular_employment,yes,yes,3
Kwale,Rural,34,Female,26-35,"""Primary completed""",1,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,1.0,Okay/Fair/Average,I have no idea/I dont know,546.3568115234375,Primary,Yes,No,Informal,informal only,No,0,34,31-35,casual_work,yes,no,1
Turkana,Rural,35,Female,26-35,"""None """,0,0,0,1,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I have no idea/I dont know,395.8939208984375,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,self_employment,no,no,0
Kirinyaga,Rural,26,Male,26-35,"""Primary completed""",1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage with difficulties,638.359130859375,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,26,26-30,casual_work,no,yes,2
Kericho,Rural,30,Female,26-35,"""Secondary completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,I can manage,357.4206237792969,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,family_remittance,no,yes,2
Bungoma,Rural,29,Male,26-35,"""University completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage with ease,1433.33837890625,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,29,26-30,casual_work,no,yes,2
Bungoma,Rural,29,Female,26-35,"""University completed """,0,1,0,1,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,2453.8671875,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,29,26-30,regular_employment,yes,yes,3
Nandi,Rural,34,Female,26-35,Completed technical training after secondary school,0,1,0,1,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,1069.2523193359375,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,34,31-35,regular_employment,yes,yes,3
Embu,Rural,29,Female,26-35,"""Some primary """,1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I have no idea/I dont know,580.470947265625,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,29,26-30,casual_work,yes,yes,2
Nyamira,Rural,19,Male,18-25,"""Secondary completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,577.9901733398438,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,19,18-25,family_remittance,yes,yes,3
Turkana,Rural,30,Female,26-35,"""None """,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile phone that both me and others use/Nina simu ya mkononi ambayo mim,0.0,Strong,I have no idea/I dont know,627.7428588867188,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,30,26-30,self_employment,no,no,0
Kitui,Rural,20,Male,18-25,"""Secondary completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,1.0,Okay/Fair/Average,I have no idea/I dont know,153.88726806640625,Secondary,Yes,No,Excluded,excluded,No,1,20,18-25,family_remittance,yes,no,1
Nandi,Rural,31,Male,26-35,"""Some secondary""",1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,847.3084106445312,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,31,31-35,farming,yes,yes,3
Nyeri,Rural,28,Male,26-35,"""Some secondary""",1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,424.4421691894531,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,28,26-30,farming,yes,yes,3
Migori,Rural,29,Male,26-35,"""University completed """,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,1305.830078125,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,29,26-30,regular_employment,yes,yes,3
Taita-Taveta,Rural,24,Male,18-25,"""Primary completed""",0,1,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,510.6498718261719,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,24,18-25,regular_employment,yes,yes,3
Vihiga,Rural,32,Male,26-35,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage,412.8438415527344,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,32,31-35,casual_work,yes,yes,3
Busia,Rural,19,Female,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,0,0,1,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Don't Know,I have no idea/I dont know,2032.3740234375,Secondary,No,No,Excluded,excluded,No,1,19,18-25,other_or_no_income_source,no,no,0
Baringo,Rural,30,Female,26-35,"""Some secondary""",1,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Weak/poor,I have no idea/I dont know,426.9453125,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,30,26-30,farming,no,no,0
Murang'a,Rural,31,Male,26-35,"""Some secondary""",1,1,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,908.1596069335938,Secondary,Yes,No,Informal,informal only,No,0,31,31-35,regular_employment,no,yes,2
Elgeyo-Marakwet,Rural,30,Male,26-35,"""Primary completed""",1,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,402.0470275878906,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,30,26-30,casual_work,no,yes,1
Narok,Rural,25,Male,18-25,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,3312.66259765625,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,25,18-25,casual_work,no,yes,1
West Pokot,Rural,28,Female,26-35,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,,1700.0760498046875,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,28,26-30,casual_work,no,yes,1
Elgeyo-Marakwet,Rural,31,Female,26-35,"""Secondary completed """,1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,I can manage,224.81582641601562,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,31,31-35,casual_work,no,yes,2
Mandera,Rural,28,Male,26-35,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,3115.654296875,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,28,26-30,farming,no,yes,1
Nandi,Rural,24,Female,18-25,"""Some primary """,1,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,892.9207763671875,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,24,18-25,casual_work,no,yes,1
Tharaka-Nithi,Rural,35,Male,26-35,"""Some primary """,1,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Weak/poor,I have no idea/I dont know,233.78114318847656,Primary,No,No,Informal,informal only,No,0,35,31-35,casual_work,no,no,0
Kisumu,Rural,32,Female,26-35,"""Some secondary""",1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Don't Know,I can manage with difficulties,656.2120361328125,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,32,31-35,farming,no,yes,2
Marsabit,Rural,34,Female,26-35,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,370.1812438964844,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,34,31-35,farming,no,yes,1
Nyamira,Rural,28,Male,26-35,"""Secondary completed """,0,1,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage with ease,846.0736083984375,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,28,26-30,regular_employment,no,yes,2
Nakuru,Rural,34,Female,26-35,"""Some primary """,1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,1990.02734375,Primary,Yes,No,Informal,informal only,No,0,34,31-35,casual_work,no,yes,1
Siaya,Rural,22,Female,18-25,"""Secondary completed """,0,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage,3640.236083984375,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,22,18-25,casual_work,yes,yes,3
Migori,Rural,31,Female,26-35,"""Some secondary""",0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with difficulties,1428.529541015625,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,31,31-35,regular_employment,yes,yes,3
Narok,Rural,26,Female,26-35,"""Secondary completed """,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with difficulties,1061.5810546875,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,26,26-30,self_employment,yes,yes,3
Taita-Taveta,Rural,18,Male,18-25,"""Some secondary""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I can manage with ease,572.3627319335938,Secondary,Yes,No,Informal,informal only,No,0,18,18-25,casual_work,no,yes,2
Uasin Gishu,Rural,19,Female,18-25,Some university,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage with difficulties,4995.6181640625,Tertiary,No,No,Excluded,excluded,No,1,19,18-25,family_remittance,yes,yes,3
Nyamira,Rural,34,Male,26-35,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,636.5286254882812,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,34,31-35,casual_work,yes,yes,3
Turkana,Rural,30,Male,26-35,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Weak/poor,I have no idea/I dont know,2244.1962890625,,No,No,Excluded,excluded,No,1,30,26-30,farming,no,no,0
Kisumu,Rural,23,Male,18-25,"""Secondary completed """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,983.0944213867188,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,23,18-25,farming,yes,yes,3
Uasin Gishu,Rural,30,Female,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,1339.242431640625,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,casual_work,no,yes,1
Elgeyo-Marakwet,Rural,24,Male,18-25,"""Secondary completed """,1,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,2919.35546875,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,24,18-25,regular_employment,yes,yes,3
Laikipia,Rural,22,Female,18-25,"""Some secondary""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,2536.226318359375,Secondary,No,No,Informal,informal only,No,0,22,18-25,casual_work,no,yes,2
Kisii,Rural,31,Female,26-35,Completed technical training after secondary school,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage,3303.78466796875,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,31,31-35,self_employment,no,yes,2
Makueni,Rural,30,Male,26-35,"""Some primary """,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,4814.96044921875,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,30,26-30,regular_employment,no,yes,1
Elgeyo-Marakwet,Rural,27,Male,26-35,"""Secondary completed """,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,1539.899658203125,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,27,26-30,self_employment,yes,yes,3
Bomet,Rural,21,Female,18-25,"""Some secondary""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,1921.1055908203125,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,21,18-25,casual_work,yes,yes,3
Nakuru,Rural,22,Male,18-25,"""Some secondary""",0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with difficulties,3503.847900390625,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,22,18-25,self_employment,yes,yes,3
Isiolo,Rural,34,Male,26-35,Some technical training after secondary school,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,655.048095703125,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,34,31-35,self_employment,yes,yes,3
Makueni,Rural,25,Female,18-25,"""Secondary completed """,1,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,1977.446533203125,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,25,18-25,farming,no,yes,1
Tharaka-Nithi,Rural,29,Male,26-35,"""Secondary completed """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage with difficulties,1899.5523681640625,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,29,26-30,farming,no,yes,2
Narok,Rural,26,Female,26-35,"""Primary completed""",1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,480.77496337890625,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,26,26-30,farming,no,yes,1
Meru,Rural,35,Female,26-35,"""Some primary """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage with difficulties,687.3095092773438,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,farming,no,yes,2
Kericho,Rural,30,Female,26-35,Completed technical training after secondary school,1,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,798.92529296875,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,farming,yes,yes,3
Uasin Gishu,Rural,35,Male,26-35,"""Secondary completed """,1,0,0,1,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,950.0521850585938,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,35,31-35,self_employment,yes,yes,3
Samburu,Rural,20,Female,18-25,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,642.5003662109375,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,20,18-25,farming,no,yes,1
Kakamega,Rural,21,Female,18-25,"""Primary completed""",0,0,1,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Weak/poor,I have no idea/I dont know,4903.75927734375,Primary,Yes,No,Informal,informal only,No,0,21,18-25,casual_work,no,no,0
West Pokot,Rural,35,Female,26-35,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,I have no idea/I dont know,521.8820190429688,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,casual_work,no,yes,1
Nyamira,Rural,21,Female,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Strong,I have no idea/I dont know,1684.692138671875,Secondary,No,No,Excluded,excluded,No,1,21,18-25,family_remittance,no,no,0
Kericho,Rural,23,Male,18-25,Completed technical training after secondary school,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,1137.1796875,Tertiary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,23,18-25,casual_work,yes,yes,3
Kilifi,Rural,35,Female,26-35,"""Some primary """,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,817.978271484375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,self_employment,no,yes,1
Meru,Rural,18,Male,18-25,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile phone that both me and others use/Nina simu ya mkononi ambayo mim,1.0,Weak/poor,I can manage with difficulties,988.398193359375,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,18,18-25,casual_work,yes,no,2
Elgeyo-Marakwet,Rural,28,Male,26-35,"""Secondary completed """,1,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage with ease,503.60260009765625,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,28,26-30,self_employment,yes,yes,3
Meru,Rural,23,Female,18-25,"""Some secondary""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,1898.5511474609375,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,23,18-25,casual_work,no,yes,1
Laikipia,Rural,19,Female,18-25,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,1317.3232421875,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,19,18-25,casual_work,no,yes,1
Kericho,Rural,22,Male,18-25,"""Primary completed""",0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,2263.384033203125,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,22,18-25,family_remittance,no,yes,2
Nandi,Rural,31,Female,26-35,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,842.4086303710938,Primary,Yes,No,Informal,informal only,No,0,31,31-35,casual_work,no,yes,1
